#,id,name,evaluated,perfFeasible,inParetoFront,DV_202_Instantiate System actuators,DV_202_Instantiate System actuators_active,DV_203_Fulfill controlOrientation 1,DV_203_Fulfill controlOrientation 1_active,DV_204_Fulfill controlOrientation 2,DV_204_Fulfill controlOrientation 2_active,DV_205_Fulfill controlOrientation 3,DV_205_Fulfill controlOrientation 3_active,DV_206_Instantiate System computers,DV_206_Instantiate System computers_active,DV_207_Fulfill sendActuatorSignal 1,DV_207_Fulfill sendActuatorSignal 1_active,DV_208_Fulfill sendActuatorSignal 2,DV_208_Fulfill sendActuatorSignal 2_active,DV_209_Fulfill sendActuatorSignal 3,DV_209_Fulfill sendActuatorSignal 3_active,DV_210_Instantiate System sensors,DV_210_Instantiate System sensors_active,DV_211_Fulfill provideSensorData 1,DV_211_Fulfill provideSensorData 1_active,DV_212_Fulfill provideSensorData 2,DV_212_Fulfill provideSensorData 2_active,DV_213_Fulfill provideSensorData 3,DV_213_Fulfill provideSensorData 3_active,DV_214_Connect Port actuatorSignalConnection (1),DV_214_Connect Port actuatorSignalConnection (1)_active,DV_215_Connect Port actuatorSignalConnection (2),DV_215_Connect Port actuatorSignalConnection (2)_active,DV_216_Connect Port actuatorSignalConnection (3),DV_216_Connect Port actuatorSignalConnection (3)_active,DV_217_Connect Port actuatorSignalConnection (4),DV_217_Connect Port actuatorSignalConnection (4)_active,DV_218_Connect Port actuatorSignalConnection (5),DV_218_Connect Port actuatorSignalConnection (5)_active,DV_219_Connect Port actuatorSignalConnection (6),DV_219_Connect Port actuatorSignalConnection (6)_active,DV_220_Connect Port actuatorSignalConnection (7),DV_220_Connect Port actuatorSignalConnection (7)_active,DV_221_Connect Port actuatorSignalConnection (8),DV_221_Connect Port actuatorSignalConnection (8)_active,DV_222_Connect Port actuatorSignalConnection (9),DV_222_Connect Port actuatorSignalConnection (9)_active,DV_223_Connect Port dataConnection (1),DV_223_Connect Port dataConnection (1)_active,DV_224_Connect Port dataConnection (2),DV_224_Connect Port dataConnection (2)_active,DV_225_Connect Port dataConnection (3),DV_225_Connect Port dataConnection (3)_active,DV_226_Connect Port dataConnection (4),DV_226_Connect Port dataConnection (4)_active,DV_227_Connect Port dataConnection (5),DV_227_Connect Port dataConnection (5)_active,DV_228_Connect Port dataConnection (6),DV_228_Connect Port dataConnection (6)_active,DV_229_Connect Port dataConnection (7),DV_229_Connect Port dataConnection (7)_active,DV_230_Connect Port dataConnection (8),DV_230_Connect Port dataConnection (8)_active,DV_231_Connect Port dataConnection (9),DV_231_Connect Port dataConnection (9)_active,OBJ_232_logFailureRate,OBJ_233_mass,MET_236_failureRate_0,MET_236_failureRate_1,MET_236_failureRate_2,MET_239_failureRate_0,MET_239_failureRate_1,MET_239_failureRate_2,MET_242_failureRate_0,MET_242_failureRate_1,MET_242_failureRate_2,MET_243_failureRate,MET_246_mass_0,MET_246_mass_1,MET_246_mass_2,MET_249_mass_0,MET_249_mass_1,MET_249_mass_2,MET_252_mass_0,MET_252_mass_1,MET_252_mass_2,INP_136_mass_0,INP_136_mass_1,INP_136_mass_2,INP_137_failureRate_0,INP_137_failureRate_1,INP_137_failureRate_2,INP_139_mass_0,INP_139_mass_1,INP_140_failureRate_0,INP_140_failureRate_1,INP_142_mass_0,INP_142_mass_1,INP_142_mass_2,INP_143_failureRate_0,INP_143_failureRate_1,INP_143_failureRate_2,INP_152_mass,INP_153_failureRate,INP_156_mass_0,INP_156_mass_1,INP_156_mass_2,INP_157_failureRate_0,INP_157_failureRate_1,INP_157_failureRate_2,INP_160_mass_0,INP_160_mass_1,INP_160_mass_2,INP_161_failureRate_0,INP_161_failureRate_1,INP_161_failureRate_2,INP_171_mass_0,INP_171_mass_1,INP_171_mass_2,INP_172_failureRate_0,INP_172_failureRate_1,INP_172_failureRate_2,INP_174_mass_0,INP_174_mass_1,INP_174_mass_2,INP_175_failureRate_0,INP_175_failureRate_1,INP_175_failureRate_2,INP_177_mass_0,INP_177_mass_1,INP_177_mass_2,INP_178_failureRate_0,INP_178_failureRate_1,INP_178_failureRate_2,FUN_119_provideSensorData,FUN_120_sendActuatorSignal,FUN_121_controlOrientation,COMP_133_sensorA_0,COMP_133_sensorA_1,COMP_133_sensorA_2,COMP_134_sensorB_0,COMP_134_sensorB_1,COMP_135_sensorC_0,COMP_135_sensorC_1,COMP_135_sensorC_2,COMP_149_computerA,COMP_150_computerB_0,COMP_150_computerB_1,COMP_150_computerB_2,COMP_151_computerC_0,COMP_151_computerC_1,COMP_151_computerC_2,COMP_168_actuatorA_0,COMP_168_actuatorA_1,COMP_168_actuatorA_2,COMP_169_actuatorB_0,COMP_169_actuatorB_1,COMP_169_actuatorB_2,COMP_170_actuatorC_0,COMP_170_actuatorC_1,COMP_170_actuatorC_2,SYS_130_sensors,SYS_131_computers,SYS_132_actuators,PORT_122_dataConnection,PORT_123_actuatorSignalConnection
1,481,Architecture #1,True,True,False,1,True,2,True,2,True,0,False,1,True,1,True,2,True,0,False,0,True,0,True,0,False,0,False,0,True,1,True,1,True,0,True,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-3.8238601121811935,37.0,0.00015,,,4e-05,2e-05,,0.0001,0.0001,,0.00015001679672012197,3.0,,,5.0,10.0,,9.5,9.5,,3.0,,,0.00015,,,,,,,,,,,,,,,5.0,,,4e-05,,,,10.0,,,2e-05,,,,,,,,,,,,,,9.5,9.5,,0.0001,0.0001,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,2,1,1
2,1110,Architecture #2,True,True,False,0,True,2,True,0,False,0,False,0,True,1,True,0,False,0,False,2,True,2,True,2,True,2,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,-3.8538843725250773,41.5,5e-05,5e-05,5e-05,4e-05,,,0.0001,,,0.0001399960001249825,9.0,9.0,9.0,5.0,,,9.5,,,,,,,,,,,,,9.0,9.0,9.0,5e-05,5e-05,5e-05,,,5.0,,,4e-05,,,,,,,,,,,,,,,,,,,,,9.5,,,0.0001,,,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,1
3,1483,Architecture #3,True,True,True,2,True,0,True,1,True,2,True,2,True,1,True,1,True,1,True,1,True,0,True,1,True,0,False,0,True,1,True,1,True,1,True,0,True,0,True,1,True,0,True,0,True,1,True,1,True,1,True,0,True,1,True,1,True,0,False,0,False,0,False,-7.519989840542075,42.5,0.00015,0.0001,,4e-05,4e-05,4e-05,8e-05,0.0002,0.0001,3.020022367008365e-08,3.0,6.0,,5.0,5.0,5.0,3.5,5.5,9.5,3.0,,,0.00015,,,,6.0,,0.0001,,,,,,,,,5.0,5.0,5.0,4e-05,4e-05,4e-05,,,,,,,3.5,,,8e-05,,,,5.5,,,0.0002,,,,9.5,,,0.0001,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,2,3,3,1,1
4,1882,Architecture #4,True,True,True,2,True,0,True,1,True,2,True,2,True,0,True,1,True,2,True,2,True,2,True,2,True,2,True,1,True,1,True,1,True,0,True,1,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,0,True,1,True,1,True,0,True,-11.397414722285939,63.5,5e-05,5e-05,5e-05,0.0001,4e-05,2e-05,8e-05,0.0002,0.0001,4.004840993449539e-12,9.0,9.0,9.0,3.0,5.0,10.0,3.5,5.5,9.5,,,,,,,,,,,9.0,9.0,9.0,5e-05,5e-05,5e-05,3.0,0.0001,,5.0,,,4e-05,,,,10.0,,,2e-05,3.5,,,8e-05,,,,5.5,,,0.0002,,,,9.5,,,0.0001,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,3,3,3,1,1
5,2289,Architecture #5,True,True,False,0,True,2,True,0,False,0,False,2,True,2,True,2,True,2,True,1,True,0,True,1,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,True,1,True,1,True,1,True,1,True,0,True,0,False,0,False,0,False,-3.999934866757619,48.5,0.00015,0.0001,,2e-05,2e-05,2e-05,0.0001,,,0.00010001499860797521,3.0,6.0,,10.0,10.0,10.0,9.5,,,3.0,,,0.00015,,,,6.0,,0.0001,,,,,,,,,,,,,,,10.0,10.0,10.0,2e-05,2e-05,2e-05,,,,,,,,,,,,,9.5,,,0.0001,,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,3,1,1,1
6,2672,Architecture #6,True,True,True,0,True,1,True,0,False,0,False,1,True,1,True,1,True,0,False,2,True,0,True,0,True,0,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,True,1,True,1,True,0,False,0,False,0,False,-3.698966521408184,24.5,0.00015,0.00015,0.00015,4e-05,4e-05,,0.0002,,,0.00020000160395397402,3.0,3.0,3.0,5.0,5.0,,5.5,,,3.0,3.0,3.0,0.00015,0.00015,0.00015,,,,,,,,,,,,,5.0,5.0,,4e-05,4e-05,,,,,,,,,,,,,,5.5,,,0.0002,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,1,1
7,3054,Architecture #7,True,True,True,2,True,0,True,0,True,0,True,2,True,1,True,1,True,1,True,2,True,1,True,2,True,2,True,0,True,0,True,1,True,0,True,0,True,1,True,1,True,1,True,1,True,0,True,1,True,1,True,1,True,0,True,0,True,1,True,0,True,0,True,-7.818151100814695,49.5,0.0001,5e-05,5e-05,4e-05,4e-05,4e-05,8e-05,8e-05,8e-05,1.5200185890802485e-08,6.0,9.0,9.0,5.0,5.0,5.0,3.5,3.5,3.5,,,,,,,6.0,,0.0001,,,9.0,9.0,,5e-05,5e-05,,,5.0,5.0,5.0,4e-05,4e-05,4e-05,,,,,,,3.5,3.5,3.5,8e-05,8e-05,8e-05,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,3,3,1,1
8,3461,Architecture #8,True,True,False,1,True,1,True,2,True,0,False,1,True,2,True,2,True,0,False,1,True,1,True,2,True,0,False,1,True,0,True,0,True,1,True,0,False,0,False,0,False,0,False,0,False,1,True,1,True,1,True,0,True,0,False,0,False,0,False,0,False,0,False,-7.272499896193921,50.0,0.0001,5e-05,,2e-05,2e-05,,0.0002,0.0001,,5.33949401199992e-08,6.0,9.0,,10.0,10.0,,5.5,9.5,,,,,,,,6.0,,0.0001,,,9.0,,,5e-05,,,,,,,,,,10.0,10.0,,2e-05,2e-05,,,,,,,,5.5,,,0.0002,,,,9.5,,,0.0001,,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,2,2,1,1
9,3843,Architecture #9,True,True,True,2,True,1,True,1,True,1,True,0,True,1,True,0,False,0,False,1,True,1,True,1,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-4.397831366129157,33.5,0.0001,0.0001,,4e-05,,,0.0002,0.0002,0.0002,4.0010007599679923e-05,6.0,6.0,,5.0,,,5.5,5.5,5.5,,,,,,,6.0,6.0,0.0001,0.0001,,,,,,,,,5.0,,,4e-05,,,,,,,,,,,,,,,5.5,5.5,5.5,0.0002,0.0002,0.0002,,,,,,,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,3,1,1
10,4224,Architecture #10,True,True,False,2,True,2,True,2,True,2,True,0,True,2,True,0,False,0,False,1,True,0,True,1,True,0,False,1,True,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,1,True,1,True,0,False,0,False,0,False,0,False,0,False,0,False,0,False,-4.698644390370395,47.5,0.00015,0.0001,,2e-05,,,0.0001,0.0001,0.0001,2.0015000699979988e-05,3.0,6.0,,10.0,,,9.5,9.5,9.5,3.0,,,0.00015,,,,6.0,,0.0001,,,,,,,,,,,,,,,10.0,,,2e-05,,,,,,,,,,,,,,,9.5,9.5,9.5,0.0001,0.0001,0.0001,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,3,1,1
